Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal
9020,I really wish that you wouldnt.,Ross,anger,negative,902,5,7,14,"00:14:35,457","00:14:38,293",0,1
9024,Speech! Speech! Lets hear from the birthday girl! Huh?,Phoebe,joy,positive,902,9,7,14,"00:14:49,722","00:14:53,516",1,1
9025,Pheebs!!,Chandler,joy,positive,902,10,7,14,"00:14:54,602","00:14:55,643",1,1
9026,Dont you see? Everyones looking at me! The plans working! I didnt even have to take off my top yet!,Phoebe,joy,positive,902,11,7,14,"00:14:55,811","00:15:03,651",1,1
9027,Speech! Come on Monica!,Mrs. Geller,joy,positive,902,12,7,14,"0:15:04,194","0:15:05,416",1,1
9028,Come on!,Ross,joy,positive,902,13,7,14,"0:15:05,416","0:15:05,708",1,1
9029,Come on! Speech!,All,joy,positive,902,14,7,14,"0:15:05,708","0:15:06,195",1,1
9030,"Hey Chandler, you cant keep your hands off her for one second!",Mr. Geller,anger,negative,902,15,7,14,"00:15:09,700","00:15:12,994",0,1
9031,"Oh-ho, I think its nice.",Mrs. Geller,joy,positive,902,16,7,14,"00:15:13,162","00:15:14,829",1,1
9033,Well its just while Monica and I were dancing to them it wasthe first time I knew thatyou were the woman I wanted to dance all my dances with.,Chandler,joy,positive,903,1,7,17,"00:15:51,617","00:16:04,337",1,1
9034,Oh crap!,Monica,anger,negative,903,2,7,17,"00:16:06,799","00:16:09,092",0,1
9037,A $200 an hour electrician couldnt figure out what it did.,Monica,sadness,negative,904,2,4,15,"00:21:23,115","00:21:27,159",0,0
9038,Ive had seven pretty serious shocks.,Monica,sadness,negative,904,3,4,15,"00:21:27,327","00:21:30,538",0,0
9039,I officially give up.,Monica,disgust,negative,904,4,4,15,"0:21:31,373","0:21:32,395",0,1
9040,Thank God.,Rachel,joy,positive,904,5,4,15,"0:21:32,395","0:21:34,467",1,1
9041,"I guess Joey was right, it does nothing.",Monica,joy,positive,904,6,4,15,"00:21:35,377","00:21:39,839",1,1
9042,See? Im doing it. I am totally doing it.  I lost it.,Phoebe,anger,negative,904,7,4,15,"00:21:44,761","00:22:02,737",0,1
9043,Are there no conscious men in the city for you two?,Chandler,sadness,negative,905,0,1,11,"00:02:36,823","00:02:39,783",0,0
9045,"Yeah, we-we feel kinda responsible.",Phoebe,anger,negative,905,2,1,11,"0:02:42,037","0:02:44,274",0,1
9046,I can't believe you said woowoo. I don't even say woowoo.,Joey,disgust,negative,905,3,1,11,"00:02:44,956","00:02:49,585",0,1
9047,"Oh, she's coming up! She's coming up!",Rachel,joy,positive,905,4,1,11,"00:02:49,752","00:02:51,461",1,1
9051,"No way, forget it.",Rachel,joy,positive,905,8,1,11,"0:03:02,640","0:03:05,602",1,1
9052,"C'mon, she's your mom!",Joey,anger,negative,905,9,1,11,"0:03:05,602","0:03:05,744",0,1
9054,"Chandler, I gotta tell you, I love your mom's books!",Rachel,joy,positive,905,11,1,11,"00:03:12,108","00:03:16,153",1,1
9055,I love her books!,Rachel,joy,positive,905,12,1,11,"00:03:13,735","00:03:16,153",1,1
9056,I cannot get on a plane without one!,Rachel,joy,positive,905,13,1,11,"0:03:16,321","0:03:18,053",1,1
9057,"I mean, this is so cool!",Rachel,joy,positive,905,14,1,11,"0:03:18,053","0:03:19,202",1,1
9058,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",Chandler,disgust,negative,905,15,1,11,"00:03:21,451","00:03:25,704",0,1
9059,"C'mon, Chandler, I love your mom. I think she's a blast.",Ross,joy,positive,905,16,1,11,"00:03:26,581","00:03:28,874",1,1
9068,You can't put your cigarette out on a tree!,Phoebe,anger,negative,907,1,5,16,"00:06:35,603","00:06:39,940",0,1
9070,No but you shouldn't! Don't ever do that again.,Phoebe,anger,negative,907,3,5,16,"00:06:42,652","00:06:45,737",0,1
9071,I won't!  Until I have my next cigarette.,The Smoking Woman,anger,negative,907,4,5,16,"00:06:45,947","00:06:48,865",0,1
9072,Hold it!  N.Y.P.D! Freeze punk!,Phoebe,anger,negative,907,5,5,16,"00:06:49,117","00:06:52,494",0,1
9074,Yeah that's right you are so busted.  Book 'em.,Phoebe,anger,negative,907,7,5,16,"00:06:54,288","00:06:59,334",0,1
9076,"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.",Phoebe,disgust,negative,907,9,5,16,"00:07:04,465","00:07:08,385",0,1
9078,You apologize to the tree right now or I am calling for backup.   Backup! Backup!!,Phoebe,anger,negative,907,11,5,16,"00:07:12,014","00:07:15,642",0,1
9079,I-I'm sorry! Sorry.,The Smoking Woman,fear,negative,907,12,5,16,"00:07:19,480","00:07:21,189",0,1
9081,Shh! Get me out of here.,Phoebe,fear,negative,908,0,7,12,"0:02:26,604","0:02:27,939",0,1
9088,"Joey comeI cant believeI bring you here to see the Bapstein-King comet, one of natures most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",Ross,anger,negative,908,7,7,12,"00:02:41,077","00:02:52,379",0,1
9093,"I dont know!   Yeah, I do.",Joey,joy,positive,908,12,7,12,"00:03:13,193","00:03:24,661",1,1
9094,Joey!,Ross,anger,negative,908,13,7,12,"00:03:27,457","00:03:29,499",0,1
9095,What?! All rightHey! Dont look at me! Youre the one who wanted to come up and look for some stupid,Joey,anger,negative,908,14,7,12,"00:03:27,457","00:03:34,463",0,1
9096,"Its called the Bapstein-King comet, okay?  Hey! Hey! Bapstein was a very well respected astronomer!",Ross,anger,negative,908,15,7,12,"00:03:35,548","00:03:42,304",0,1
9098,Wow! This place is incredible!  Stings penthat he gave to Phoebe.  Come on! Secret passageway!,Phoebe,joy,positive,909,0,8,10,"00:15:11,827","00:15:22,629",1,1
9110,WE WON!! Thank you! Yes!,All,joy,positive,910,2,1,3,"00:11:01,327","00:11:03,870",1,1
9113,He was unbelievable.,Ross,joy,positive,910,5,1,3,"0:11:09,271","0:11:11,057",1,1
9114,"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",Ross,joy,positive,910,6,1,3,"00:11:11,212","00:11:18,426",1,1
9115,"I mean, it-it was like, it was like he made us into a team.",Rachel,joy,positive,910,7,1,3,"00:11:22,056","00:11:25,475",1,1
9116,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",Chandler,joy,positive,910,8,1,3,"00:11:27,895","00:11:30,522",1,1
9120,"Well, no. That's impossible. You can never be too Alan.",Rachel,joy,positive,910,12,1,3,"00:11:40,491","00:11:43,910",1,1
9121,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",Ross,joy,positive,910,13,1,3,"00:11:44,120","00:11:48,832",1,1
9122,I personally could have a gallon of Alan.,Chandler,joy,positive,910,14,1,3,"00:11:49,166","00:11:51,376",1,1
9123,"Well I had a great time! Learned how to bake, ate great food, thats the first A Ive gotten since seventh grade,",Joey,joy,positive,911,0,8,21,"00:21:14,524","00:21:26,828",1,1
9124,"Oh, look! Acting for Beginners! Want to feel good about yourself?",Monica,fear,negative,911,1,8,21,"00:21:23,741","00:21:30,832",0,1
9128,"Yeah, this was a stupid idea.",Joey,disgust,negative,911,5,8,21,"00:21:45,305","00:21:48,182",0,1
9132,What is she trying to kill me?,Ross,anger,negative,912,3,5,11,"0:09:14,768","0:09:16,279",0,1
9137,You're driving me crazy with that!,Joey,anger,negative,913,0,5,10,"00:08:19,123","00:08:21,124",0,1
9139,Dont stop! Move the bowl further away! Ross could make that shot!,Joey,anger,negative,913,2,5,10,"00:08:23,252","00:08:26,880",0,1
9140,"Well, you suck! But at least you suck at a man's game now.",Joey,anger,negative,913,3,5,10,"00:08:32,470","00:08:35,805",0,1
9145,"All right! But uh, listen, what do you say we crank it up a notch?",Joey,joy,positive,913,8,5,10,"00:08:47,985","00:08:54,991",1,1
9148,"Okay, but be careful okay, because I wanna get our security deposit back.",Chandler,joy,positive,913,11,5,10,"00:09:00,581","00:09:03,542",1,1
9149,"Yeah, I think we said good-bye to that when we invented hammer darts.",Joey,joy,positive,913,12,5,10,"00:09:03,709","00:09:07,003",1,1
9152,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",Monica,joy,positive,914,0,1,4,"00:08:33,471","00:08:43,021",1,1
9158,You are really frightening me.,Chandler,fear,negative,915,3,1,23,"00:15:50,699","00:15:52,575",0,1
9159,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",Chandler,fear,negative,915,4,1,23,"00:15:54,787","00:16:02,210",0,1
9162,But they're not here yet!,Carol,fear,negative,915,7,1,23,"0:16:08,684","0:16:09,982",0,1
9164,"Oh, god.",Carol,fear,negative,915,9,1,23,"00:16:12,805","00:16:15,223",0,1
9165,"Here we go. Mona umm, I think its time we-we had a conversation about-about where things are with us.",Ross,joy,positive,916,0,8,11,"00:12:02,722","00:12:12,188",1,1
9167,"Aw, we-we are so So umm, well I-I-I like you and I-I love umm, yknow hanging out with you.",Ross,joy,positive,916,2,8,11,"00:12:15,818","00:12:29,998",1,1
9168,And I mean-Im having a lot of fun.,Ross,joy,positive,916,3,8,11,"00:12:30,166","00:12:34,335",1,1
9171,"Its gotta be, its gotta be going somewhere right?",Ross,joy,positive,916,6,8,11,"00:12:45,806","00:12:50,059",1,1
9175,And-and the answer isis its going somewherefun.,Ross,joy,positive,916,10,8,11,"00:13:08,537","00:13:14,667",1,1
9177,"No I meanNo not you, not you, youyou",Ross,fear,negative,916,12,8,11,"00:13:24,887","00:13:29,849",0,1
9178,"Im sorry, so umm, so where are we?",Mona,sadness,negative,916,13,8,11,"00:13:38,734","00:13:41,945",0,0
9180,I am going to take you out to dinner tonight.,Chandler,joy,positive,917,1,8,16,"00:15:11,160","00:15:13,661",1,1
9181,I found this place that makes the greatest mozzarella sticks and jalepino poppers .,Chandler,joy,positive,917,2,8,16,"00:15:13,829","00:15:18,291",1,1
9182,No?,Chandler,anger,negative,917,3,8,16,"0:15:20,044","0:15:20,670",0,1
9184,They taste so good.,Chandler,joy,positive,917,5,8,16,"0:15:21,052","0:15:22,122",1,1
9190,"Hey, look, this name has been holding me back my entire life.",Chandler,anger,negative,918,5,4,18,"00:20:29,895","00:20:32,647",0,1
9192,You got problems because of you!,Phoebe,anger,negative,918,7,4,18,"0:20:42,157","0:20:44,076",0,1
9193,Not your name!,Phoebe,sadness,negative,918,8,4,18,"0:20:44,076","0:20:45,268",0,0
9194,"All right, this has got to stop!",Phoebe,anger,negative,918,9,4,18,"0:20:47,329","0:20:48,539",0,1
9195,Chandler is a great name!,Phoebe,anger,negative,918,10,4,18,"0:20:48,539","0:20:51,093",0,1
9196,"In factyes,  Im, Im sorry.",Phoebe,sadness,negative,918,11,4,18,"00:20:52,308","00:20:58,839",0,0
9200,"Look, I just saw my best friends brains smeared across the canvas, thats not gonna be me, not me.",Student,sadness,negative,920,0,3,7,"00:16:48,215","00:16:56,472",0,0
9207,"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and",Eric,fear,negative,921,1,8,7,"00:17:04,523","00:17:07,068",0,1
9209,Well I was just so excited to see you.,Eric,sadness,negative,921,3,8,7,"00:17:09,903","00:17:13,489",0,0
9210,Oh. Ew! Ew! Ew! Ugh! Yknow what? This is too weird.,Phoebe,disgust,negative,921,4,8,7,"00:17:13,657","00:17:18,745",0,1
9211,No-no its not!,Eric,sadness,negative,921,5,8,7,"0:17:18,912","0:17:19,634",0,0
9212,I dont want to lose you!,Eric,fear,negative,921,6,8,7,"0:17:19,634","0:17:22,049",0,1
9213,Its-its like I was saying to Ursula when I was making love to her and I thought she was youYeah it is too weird.,Eric,sadness,negative,921,7,8,7,"00:17:18,912","00:17:26,919",0,0
9214,So I guess this is it.,Phoebe,sadness,negative,921,8,8,7,"00:17:29,089","00:17:30,256",0,0
9215,Yeah.  Maybe its for the best. You smell just like her.,Eric,sadness,negative,921,9,8,7,"00:17:34,762","00:17:40,475",0,0
9216,"Yeah, so do you.",Phoebe,anger,negative,921,10,8,7,"00:17:37,306","00:17:40,475",0,1
9217,Hey!,Phoebe,joy,positive,922,0,4,23,"0:12:13,899","0:12:15,071",1,1
9220,Manhattan does not have enough stores.,Rachel,sadness,negative,922,3,4,23,"00:12:19,280","00:12:22,157",0,0
9227,"Okay, we have to talk. Im just getting out of a very serious relationship",Chandler,sadness,negative,923,1,4,15,"00:05:48,181","00:05:55,562",0,0
9228,"I know! And Im just getting out of a marriage, I mean talk about meant to be!",Janice,fear,negative,923,2,4,15,"00:05:55,730","00:06:01,818",0,1
9229,Right! I just think that this is happening too soon.,Chandler,joy,positive,923,3,4,15,"00:06:02,945","00:06:06,323",1,1
9230,"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",Janice,sadness,negative,923,4,4,15,"00:06:06,491","00:06:13,288",0,0
9231,"I hear ya.  But! Unfortunately, my company is transferring me overseas!",Chandler,disgust,negative,923,5,4,15,"00:06:19,128","00:06:25,967",0,1
9234,"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?",Janice,joy,positive,923,8,4,15,"00:06:35,853","00:06:39,773",1,1
9235,"Okay, could you just stop talking for a second?  Yemen. Thats right, yes, Im being transferred to Yemen!",Chandler,anger,negative,923,9,4,15,"00:06:39,941","00:06:47,781",0,1
9236,When?,Janice,anger,negative,923,10,4,15,"0:06:52,703","0:06:55,415",0,1
9238,"Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes.",Janice,sadness,negative,923,12,4,15,"00:06:57,166","00:07:06,174",0,0
9239,But I do know that its some time tomorrow.,Chandler,joy,positive,923,13,4,15,"00:07:07,343","00:07:10,137",1,1
9240,"Ooh, this is it!  Oh, thats him! Thats him!",Phoebe,joy,positive,924,0,8,23,"00:16:06,036","00:16:11,125",1,1
9241,Great! Go get him.,Joey,joy,positive,924,1,8,23,"00:16:08,455","00:16:11,125",1,1
9246,"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.",Phoebe,sadness,negative,924,5,8,23,"00:16:26,932","00:16:31,353",0,0
9247,You do attract some stinkers.,Joey,sadness,negative,924,6,8,23,"00:16:31,562","00:16:34,815",0,0
9253,Really.,Chandler,joy,positive,925,5,1,15,"0:01:43,895","0:01:44,317",1,1
9255,Really.,Chandler,joy,positive,925,7,1,15,"0:01:45,444","0:01:45,786",1,1
9258,Of course! Joey wouldnt let you have one?,Monica,sadness,negative,926,1,6,2,"00:03:02,432","00:03:05,392",0,0
9259,"No. When it comes to sweets, hes surprisingly strict.",Chandler,sadness,negative,926,2,6,2,"00:03:05,560","00:03:08,812",0,0
9261,"No, no, I keep trying, yknow?",Chandler,anger,negative,926,4,6,2,"00:03:12,192","00:03:15,485",0,1
9262,"I can get out, ""Joey, I have too"" but then I lose my nerve and I always finish with, ""go to the bathroom.""",Chandler,sadness,negative,926,5,6,2,"00:03:15,737","00:03:19,656",0,0
9268,"Oh, so thats this is gonna work now? Youre just gonna order me around all the time?",Chandler,joy,positive,926,10,6,2,"00:03:29,876","00:03:33,045",1,1
9271,Hey Monica!,Joey,joy,positive,926,13,6,2,"0:03:36,841","0:03:37,603",1,1
9272,Hi!,Monica,joy,positive,926,14,6,2,"0:03:37,603","0:03:38,065",1,1
9281,"You see that guy? Hes in classics now, but y'know as soon as we leave hes going straight to the porn.",Monica,disgust,negative,928,0,3,13,"00:02:01,454","00:02:07,251",0,1
9284,I missed this.,Richard,joy,positive,928,3,3,13,"0:02:19,148","0:02:19,932",1,1
9285,Me too.,Monica,anger,negative,928,4,3,13,"00:02:20,056","00:02:21,431",0,1
9287,Yes! Yes! Yes! Yes! Awww!,The Guys,joy,positive,929,0,3,9,"00:00:03,795","00:00:06,672",1,1
9288,"Hey, its your Thanksgiving too, y'know, instead of watching football, you could help.",Phoebe,anger,negative,929,1,3,9,"00:00:06,840","00:00:11,301",0,1
9294,Hey! Ross!,Phoebe,joy,positive,930,0,7,6,"00:02:15,051","00:02:17,511",1,1
9303,And itll be cool to see it again! Yeah!,Ross,joy,positive,930,9,7,6,"00:02:39,617","00:02:41,702",1,1
9307,"Well, John McClane had plans!",Ross,anger,negative,930,13,7,6,"00:02:54,007","00:02:57,342",0,1
9309,What are you talking about? Bitch.,Joey,anger,negative,930,15,7,6,"00:03:05,310","00:03:08,020",0,1
9310,I know you botched that operation on purpose.,Joey/Drake,joy,positive,931,0,9,11,"00:22:41,360","00:22:43,694",1,1
9311,"I can't prove    it yet, but when I do, you'll be going to jail for murder.",Joey/Drake,anger,negative,931,1,9,11,"00:22:43,862","00:22:48,074",0,1
9312,I don't care if you    are my brother.,Joey/Drake,disgust,negative,931,2,9,11,"00:22:48,241","00:22:49,909",0,1
9313,"Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!",Phoebe,joy,positive,932,0,9,20,"00:22:01,767","00:22:06,688",1,1
9314,Stop going through my stuff !,Ross,anger,negative,932,1,9,20,"00:22:06,855","00:22:08,857",0,1
9315,Hey!,Rachel,joy,positive,932,2,9,20,"0:22:11,943","0:22:12,585",1,1
9316,Hey!,Monica,joy,positive,932,3,9,20,"0:22:12,585","0:22:13,253",1,1
9317,"I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey.",Rachel,anger,negative,932,4,9,20,"00:22:13,361","00:22:18,408",0,1
9318,"No, you can't! Friends hooking up is a bad idea.",Monica,fear,negative,932,5,9,20,"00:22:18,575","00:22:22,037",0,1
9319,"Please, what about you and Chandler?",Rachel,anger,negative,932,6,9,20,"00:22:22,204","00:22:24,247",0,1
9320,That's different! I was drunk and stupid!,Monica,anger,negative,932,7,9,20,"00:22:24,414","00:22:27,375",0,1
9321,Well hello !,Rachel,anger,negative,932,8,9,20,"00:22:27,542","00:22:29,878",0,1
9323,"I could, I could but I don't want to! I want to kiss Joey!",Rachel,anger,negative,932,10,9,20,"00:22:37,177","00:22:40,722",0,1
9325,I'm gonna do it.,Rachel,joy,positive,932,12,9,20,"00:22:50,148","00:22:51,274",1,1
9330,"Oh, hey, Gunther, check this out.",Ross,joy,positive,933,0,6,12,"00:09:51,382","00:09:54,467",1,1
9331,"Yeah, that-that Chandler cracks me up.",Gunther,joy,positive,933,1,6,12,"00:09:57,179","00:09:59,681",1,1
9334,Sure.  Coffee? Cause Im going up there.,Joey,joy,positive,933,4,6,12,"00:10:11,527","00:10:13,069",1,1
9341,Just being friendly.,Joey,anger,negative,933,11,6,12,"00:10:24,957","00:10:26,291",0,1
9342,"Joey, honey, I dont think youre supposed to go back there.",Rachel,anger,negative,933,12,6,12,"00:10:28,544","00:10:31,046",0,1
9344,Dont wink at me. And put on your apron.,Gunther,anger,negative,933,14,6,12,"00:10:34,508","00:10:39,304",0,1
9345,"Okay, but I dont see you asking any other paying customers to put on aprons.",Joey,sadness,negative,933,15,6,12,"00:10:42,767","00:10:46,394",0,0
